"Won_Championship","Previous_SB_Wins","Number_Of_Wins_This_Season","Number_Of_First_Round_Draft_Picks","Team_Value","Playing_Style","Average_Player_Age","Number_Of_Injured_Players","Coach_Experience_Level","ID"
0,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",2717
0,2,16,2,"Less_Than_Four_Billion","Balanced",26,"two","Intermediate",3796
0,2,13,1,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",8598
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",7869
1,1,13,2,"Less_Than_Three_Billion","Balanced",27,"five","Intermediate",9882
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",1292
0,2,15,2,"Above_Four_Billion","Aggressive_Defense",26,"four","Intermediate",3413
1,2,15,3,"Less_Than_Four_Billion","Relaxed",27,"seven","Intermediate",8093
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",4857
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",2604
1,2,15,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",3412
1,2,13,3,"Less_Than_Four_Billion","Balanced",27,"six","Advanced",4583
0,1,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",2407
0,2,15,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"five","Intermediate",1238
1,2,13,2,"Less_Than_Three_Billion","Balanced",26,"six","Intermediate",7241
1,1,14,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Beginner",5724
1,1,14,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"six","Intermediate",1888
0,0,15,2,"Above_Four_Billion","Balanced",26,"six","Intermediate",7673
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",7746
1,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",9214
0,2,11,1,"Less_Than_Four_Billion","Balanced",27,"eight","Beginner",9720
1,2,12,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",3023
0,2,18,3,"Less_Than_Four_Billion","Balanced",25,"two","Intermediate",2073
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2181
1,2,14,3,"Above_Four_Billion","Balanced",26,"seven","Intermediate",4302
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",726
1,1,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",9386
0,2,13,2,"Above_Four_Billion","Aggressive_Defense",26,"seven","Beginner",429
0,1,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",3683
1,2,10,0,"Less_Than_Three_Billion","Aggressive_Defense",27,"eight","Beginner",9801
1,2,15,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",7633
0,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",9074
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",2842
0,1,16,2,"Above_Four_Billion","Balanced",27,"three","Intermediate",8464
0,2,13,1,"Less_Than_Four_Billion","Balanced",26,"six","Beginner",1871
0,3,12,1,"Above_Four_Billion","Aggressive_Defense",27,"six","Beginner",3480
1,2,15,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2614
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"seven","Beginner",4012
1,1,12,3,"Above_Four_Billion","Balanced",26,"five","Advanced",7372
1,2,13,2,"Above_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",3102
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",451
1,1,14,3,"Less_Than_Three_Billion","Balanced",26,"six","Advanced",6284
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",4474
0,2,14,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"six","Beginner",9830
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",2610
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",8665
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6477
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",7981
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",2909
1,2,16,3,"Less_Than_Four_Billion","Aggressive_Offense",26,"six","Intermediate",1219
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",7455
1,2,15,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",9302
1,1,13,3,"Less_Than_Four_Billion","Balanced",26,"six","Advanced",7530
0,2,14,2,"Above_Four_Billion","Balanced",27,"four","Intermediate",7927
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",8039
1,2,14,2,"Above_Four_Billion","Balanced",26,"five","Intermediate",8049
0,1,13,2,"Above_Four_Billion","Aggressive_Defense",26,"nine","Intermediate",3409
1,1,13,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",6413
0,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",9660
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",5924
0,2,12,1,"Less_Than_Four_Billion","Balanced",27,"six","Beginner",9496
0,2,13,2,"Less_Than_Three_Billion","Aggressive_Defense",26,"seven","Intermediate",1631
0,1,14,2,"Above_Four_Billion","Balanced",26,"four","Intermediate",761
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6472
0,2,15,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",7280
1,3,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Advanced",5045
0,1,14,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",1090
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",1630
0,2,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5048
0,2,16,3,"Less_Than_Four_Billion","Aggressive_Defense",25,"four","Intermediate",1168
1,1,15,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",1429
1,2,12,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"three","Advanced",5679
0,1,15,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2964
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",7356
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"three","Intermediate",3819
1,1,15,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",9379
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"three","Intermediate",2773
1,2,13,3,"Less_Than_Three_Billion","Balanced",26,"seven","Advanced",3920
1,1,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",2801
1,3,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",406
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",3476
1,2,13,2,"Above_Four_Billion","Balanced",26,"eight","Intermediate",8328
1,2,16,3,"Less_Than_Three_Billion","Relaxed",25,"eight","Intermediate",7279
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",1216
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Offense",27,"five","Intermediate",8134
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",28,"three","Intermediate",1730
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",4615
1,2,15,3,"Less_Than_Three_Billion","Aggressive_Defense",26,"six","Intermediate",3806
1,2,14,2,"Less_Than_Four_Billion","Balanced",28,"four","Intermediate",6747
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Beginner",6280
0,1,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",7446
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Beginner",6069
0,1,15,3,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",536
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Beginner",2348
0,3,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"three","Intermediate",2653
1,2,15,1,"Less_Than_Four_Billion","Balanced",27,"three","Beginner",3499
0,1,13,1,"Less_Than_Four_Billion","Aggressive_Defense",28,"four","Intermediate",7515
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",2299
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",839
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"two","Intermediate",703
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Advanced",3916
0,2,13,2,"Less_Than_Three_Billion","Aggressive_Offense",26,"eight","Intermediate",5669
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",5488
1,3,14,1,"Less_Than_Four_Billion","Balanced",27,"two","Intermediate",5557
1,2,13,2,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",2507
0,3,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",6015
0,1,15,3,"Less_Than_Three_Billion","Balanced",26,"six","Intermediate",3206
1,2,12,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5377
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",4142
0,2,16,2,"Less_Than_Four_Billion","Aggressive_Offense",26,"three","Intermediate",2025
0,1,13,2,"Above_Four_Billion","Aggressive_Defense",27,"six","Intermediate",1056
0,2,14,2,"Above_Four_Billion","Balanced",27,"five","Intermediate",2162
0,2,12,1,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",5450
0,1,15,2,"Less_Than_Four_Billion","Relaxed",26,"four","Intermediate",4836
0,3,15,2,"Less_Than_Four_Billion","Balanced",25,"five","Intermediate",9323
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",5502
0,1,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Beginner",6025
0,2,16,3,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",3060
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Beginner",1108
0,2,14,2,"Above_Four_Billion","Balanced",26,"five","Intermediate",8388
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",9961
0,2,15,3,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",3754
1,3,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",5599
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",2843
0,2,14,3,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",7881
0,2,14,2,"Less_Than_Three_Billion","Balanced",27,"five","Intermediate",2591
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",7322
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",5813
1,1,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",2458
1,2,14,3,"Above_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6692
1,2,13,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Advanced",4019
0,1,16,2,"Less_Than_Four_Billion","Balanced",26,"three","Intermediate",7453
1,1,13,2,"Less_Than_Four_Billion","Balanced",27,"three","Advanced",8717
1,2,13,2,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",6038
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5169
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Advanced",1199
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",9171
1,3,14,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",3764
0,1,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",3524
0,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"eight","Intermediate",8326
1,1,13,1,"Less_Than_Three_Billion","Balanced",26,"four","Intermediate",7380
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6034
0,2,14,2,"Above_Four_Billion","Balanced",27,"five","Intermediate",4753
0,1,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",6880
1,3,13,3,"Less_Than_Four_Billion","Balanced",26,"five","Advanced",8986
1,2,13,1,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",4985
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",7858
0,1,16,3,"Less_Than_Four_Billion","Aggressive_Offense",25,"four","Intermediate",6262
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",2702
0,0,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",1064
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",5720
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Beginner",8595
1,2,12,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",7221
0,2,14,2,"Above_Four_Billion","Aggressive_Defense",27,"six","Intermediate",1496
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",5164
0,1,16,2,"Less_Than_Four_Billion","Balanced",26,"two","Intermediate",161
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",7066
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",3583
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6986
0,2,14,3,"Less_Than_Four_Billion","Balanced",26,"eight","Intermediate",3350
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",2125
1,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",9137
0,1,13,1,"Above_Four_Billion","Aggressive_Defense",26,"five","Intermediate",2398
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Beginner",3642
0,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",7074
1,1,14,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",9932
1,3,16,2,"Less_Than_Four_Billion","Balanced",26,"seven","Beginner",7698
1,2,15,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"one","Intermediate",4242
1,2,14,3,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",1618
1,3,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Advanced",7769
1,1,14,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",1741
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",4630
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",6395
1,3,13,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",6904
0,2,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",7651
0,3,14,2,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",7966
1,3,13,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",3311
0,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",7161
1,2,14,2,"Less_Than_Four_Billion","Balanced",27,"four","Intermediate",2735
1,2,14,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",9725
1,0,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"eight","Intermediate",7131
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",1616
0,1,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",1833
0,2,12,1,"Less_Than_Three_Billion","Balanced",28,"five","Intermediate",8356
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",751
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",5437
1,2,13,3,"Above_Four_Billion","Balanced",26,"five","Advanced",4511
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",4702
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",5579
0,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Intermediate",5160
0,1,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",7486
1,2,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",1490
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"eight","Intermediate",8555
1,2,15,2,"Less_Than_Three_Billion","Balanced",26,"four","Intermediate",8692
1,3,14,2,"Above_Four_Billion","Balanced",26,"five","Beginner",4660
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Beginner",4425
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",5837
0,1,13,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"six","Intermediate",8938
0,1,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",6763
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",6361
1,2,15,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5859
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",8400
0,1,14,2,"Above_Four_Billion","Aggressive_Offense",26,"six","Intermediate",8487
1,2,13,1,"Less_Than_Three_Billion","Balanced",27,"three","Intermediate",8103
1,1,15,2,"Less_Than_Three_Billion","Aggressive_Defense",27,"five","Intermediate",1055
1,3,12,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"seven","Intermediate",8459
0,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",1941
1,2,15,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",1081
1,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",8162
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"seven","Beginner",1124
0,3,14,1,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Beginner",4900
0,1,12,2,"Less_Than_Four_Billion","Balanced",27,"nine","Intermediate",4855
1,3,15,3,"Less_Than_Four_Billion","Balanced",27,"seven","Intermediate",4072
1,2,13,3,"Less_Than_Four_Billion","Balanced",27,"six","Advanced",869
0,2,13,1,"Less_Than_Four_Billion","Aggressive_Defense",28,"six","Intermediate",1983
0,2,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"six","Beginner",3817
0,1,13,2,"Less_Than_Three_Billion","Balanced",27,"six","Beginner",9935
0,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",8398
1,2,14,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Intermediate",5363
1,2,12,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"five","Advanced",8324
1,1,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Advanced",7395
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",131
1,1,15,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",7377
1,1,15,2,"Less_Than_Four_Billion","Aggressive_Offense",27,"five","Intermediate",6568
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"five","Intermediate",3477
0,1,14,2,"Less_Than_Three_Billion","Balanced",27,"six","Intermediate",2767
0,1,12,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"seven","Intermediate",3838
0,1,14,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",4056
0,2,13,2,"Less_Than_Four_Billion","Balanced",27,"six","Intermediate",2200
1,2,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",6346
1,2,13,3,"Less_Than_Four_Billion","Balanced",26,"six","Intermediate",6041
0,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",5251
0,1,13,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",6483
1,2,13,2,"Above_Four_Billion","Balanced",26,"four","Intermediate",8855
0,1,12,1,"Less_Than_Three_Billion","Aggressive_Defense",27,"six","Intermediate",9044
0,2,13,2,"Less_Than_Four_Billion","Balanced",26,"nine","Intermediate",1375
0,2,14,3,"Less_Than_Four_Billion","Balanced",26,"five","Intermediate",8821
1,1,13,3,"Less_Than_Four_Billion","Balanced",25,"five","Advanced",4455
1,2,14,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"seven","Intermediate",8710
1,1,14,2,"Less_Than_Four_Billion","Balanced",27,"five","Intermediate",5338
0,3,13,1,"Above_Four_Billion","Balanced",27,"six","Intermediate",8069
1,1,14,3,"Less_Than_Four_Billion","Balanced",26,"seven","Intermediate",1169
0,1,13,2,"Less_Than_Four_Billion","Balanced",26,"eight","Intermediate",7133
0,1,15,3,"Less_Than_Four_Billion","Aggressive_Defense",26,"six","Intermediate",8201
0,2,14,2,"Less_Than_Four_Billion","Balanced",26,"four","Intermediate",7430
0,3,16,2,"Less_Than_Four_Billion","Aggressive_Defense",25,"three","Intermediate",855
0,2,14,1,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Beginner",2510
1,2,15,2,"Less_Than_Four_Billion","Aggressive_Defense",27,"four","Intermediate",7787
0,1,14,2,"Less_Than_Four_Billion","Aggressive_Defense",26,"four","Intermediate",8101
